FMID,MarketName,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1011607,Inglewood Harvest Barn Market ,Alexandria ,Rapides,Louisiana,71302,-92.424126,31.23258,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
1011182,King Street Station Farmers' Market,Alexandria ,Alexandria,Virginia,22314,-77.060783,38.805003,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N
1018264,Kingstowne Farmers Market,Alexandria ,Fairfax,Virginia,22315,-77.135729,38.772536,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N
1019487,McCutcheon/Mount Vernon ,Alexandria ,Fairfax,Virginia,22306,-77.082026,38.818343,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N
1012574,McCutcheon/Mount Vernon Farmers Market ,Alexandria ,Fairfax,Virginia,22306,-77.0749236,38.7434755,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000519,Alexandria Bay Farmers Market,Alexandria Bay,Jefferson,New York,13607,-75.9157,44.3314,N,Y,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
1019491,Kingstowne,Alexandrida ,Fairfax,Virginia,22315,-77.276198,38.8347926,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N
1011196,Alfred Farmers Market,Alfred,Allegany,New York,14802,-77.789505,42.253557,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
1007217,Algoma Farm Market,Algoma,Kewaunee,Wisconsin,,-87.4363,44.6077,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011734,Kewaunee County Farmers Market,Algoma,Kewaunee,Wisconsin,54201,-87.452972,44.576908,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N
1002799,Kossuth County Farmers Market,Algona,Kossuth,Iowa,50511,-94.0956,43.3755,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001300,Algonquin Farmers Market,Algonquin,,Illinois,60102,-88.293,42.165,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009831,Jim Wells County Farmers Market,Alice ,Jim Wells,Texas,78332,-98.056203,27.756638,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009372,Downtown MarketPlace,allahassee,,Florida,32302,-84.2807,30.4422,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002717,Allegan Farmers Market,Allegan,Allegan,Michigan,49010,-85.849658,42.529649,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N
1009043,Downtown Allen Park Farmers Market,Allen Park,Wayne,Michigan,48101,-83.208989,42.254801,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
1007413,Allendale County Farmers Market,Allendale,Allendale,South Carolina,29810,-81.3191,33.0044,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005870,Grand Valley State University Farmers Market,Allendale,Ottawa,Michigan,49504,-85.9540218,42.9721861,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
1008163,The Allendale Farmers Market,Allendale borough,Bergen,New Jersey,7401,-74.133826,41.032669,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N
1007716,Allentown Farigrounds Farmers Market,Allentown,Lehigh,Pennsylvania,18104,-75.4942,40.6008,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007083,Allentown Turnpike Plaza Farmers Market,Allentown,Lehigh,Pennsylvania,18104,-79.7254,40.6218,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012271,Rodale Institute Organic Farmers Market at Sacred Heart,Allentown,Lehigh,Pennsylvania,18102,-75.469507,40.607196,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1012270,Rodale Institute Organic Farmers Market at the Y,Allentown,Lehigh,Pennsylvania,18102,-75.485142,40.59255,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1002964,Alliance Farmers Market,Alliance,Box Butte,Nebraska,69301,-102.871,42.0971,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005675,Alliance Farmers' Market,Alliance,Stark,Ohio,44601,-81.1024,40.9216,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007227,St. Ursula Parish,Allison Park,Allegheny,Pennsylvania,15101,-79.9624,40.5595,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002683,Allston Farmers' Market,Allston,Middlesex,Massachusetts,2134,-71.1299,42.3629,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006816,Alma Farmers Market,Alma,Harlan,Nebraska,68920,-99.3625,40.1008,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002250,Alma Farmers' Market,Alma,Gratiot,Michigan,48801,-84.656984,43.3802699,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007836,Almont Farmers' Market,Almont,Lapeer County,Michigan,,-83.0475,42.9216,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012389,Aloha Community Farmers' Market,Aloha,Washington,Oregon,97007,-122.858722,45.480164,Y,Y,N,Y,Y,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N
1010476,Alpena Farmers' Market,Alpena ,Alpena,Michigan,49707,-83.430998,45.061878,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y
1006543,Porter School Farmers' Market,Alpha,Iron,Michigan,49902,-88.377348,46.04679,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009792,Alsip Farmers Market,Alsip,Cook,Illinois,60803,-87.727804,41.664913,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1009998,Altadena Farmers' Market,Altadena,Los Angeles,California,91001,-118.1581301,34.2003788,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N
1004383,Altamont Farmer's Market,Altamont,Albany,New York,12009,-74.0325,42.7013,N,Y,N,Y,N,-,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1005780,Organic Farmers Market at Hoovers,Altamonte Springs,Seminole,Florida,32714,-81.4311,28.6661,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000357,Altavista Farmers Market,Altavista,Campbell,Virginia,24517,-79.2838,37.1185,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006749,Alton Farmers' and Artisans' Market,Alton,Madison,Illinois,62002,-90.1780932,38.8887926,Y,N,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1008673,Ozarks Farmers' Market,Alton,Oregon,Missouri,65606,-91.398622,36.694025,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004154,Altoona Farmers Market,Altoona,Blair,Pennsylvania,16601,-78.2462,40.6787,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009542,Juniata Farmers Market ,Altoona,,Pennsylvania,16601,-78.4171,40.5424,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001100,Altus Farmers Market,Altus,Jackson,Oklahoma,73521,-99.3336,34.6491,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1001733,Alva Farmers Market,Alva,Woods,Oklahoma,73717,-98.6602,36.8083,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007378,Golden Spread Farmers Market,Amarillo,Potter,Texas,79109,-101.877799,35.198927,N,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1001826,Ambridge Farmers Market,Ambridge,Beaver,Pennsylvania,15003,-80.225,40.5819,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008321,Amelia Barter Town Farmers Market,Amelia Court House ,Amelia,Virginia,23002,-77.9805478,37.3426037,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
1008399,Amelia Farmers Market,Amelia Island,Nassau,Florida,32034,-81.454531,30.579786,Y,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1012262,Happy Valley Farmers Market ,American Fork ,Utah,Utah,84058,-111.7959181,40.376769,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1002471,Lenny's Farmers Market,Americus,Sumter,Georgia,31709,-84.236501,32.072463,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1005188,Amery Farmers Market,Amery,Polk,Wisconsin,54001,-92.3624,45.3072,N,Y,Y,Y,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1001928,North Grand Farmers Market Association,Ames,Story,Iowa,50010,-93.6205,42.0494,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011171,Ames Main Street Farmers' Market,"Ames, IA",Story,Iowa,50010,-93.614943,42.025222,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y
1010994,2nd Street Farmers' Market,Amherst,Amherst,Virginia,24521,-79.048573,37.583311,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y
1006748,Amherst Wednesday Market at Kendrick Park,Amherst,Hampshire,Massachusetts,1004,-72.519778,42.379974,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y
1009833,Amherst Winter Farmers' Market,Amherst,Hampshire,Massachusetts,1002,-72.511105,42.384866,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N
1000284,Amherst Farmers' Market,Amherst Center,Hampshire,Massachusetts,1002,-72.519422,42.374858,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y
1011053,Marks of Excellence Farmers Market,Amityville,Suffolk,New York,11701,-73.409214,40.698986,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1001135,Amma Farmers Market,Amma,Roane,West Virginia,25252,-81.255883,38.583305,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1006153,Downtown Amory Farmers Market,Amory,Monroe,Mississippi,38821,-88.4862,33.987,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005452,Sanford Farms Amsterdam Farmers Market,Amsterdam,Montgomery,New York,12010,-74.185102,42.959257,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N
1016853,Amsterdam Saturday Farmers/Crafters Market,Amsterdam ,Montgomery,New York,12010,-74.1849,42.939627,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N
1011239,Taste of the Mohawk Valley Farmer's Market,Amsterdam ,Montgomery,New York,12010,-74.245563,42.93504,Y,N,N,N,N,-,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N
1012157,Anaconda Community Market,Anaconda,Deer Lodge,Montana,59711,-112.954123,46.12798,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1005944,Anacortes Farmers Market,Anacortes,Skagit,Washington,98221,-122.609181,48.516974,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
1010455,Downtown Anaheim Certified Farmers Market,Anaheim,Orange,California,92805,-117.9154545,33.8339308,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1010456,Farmers Park Market,Anaheim,Orange,California,92805,-117.912324,33.83231,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1009005,Kaiser Permanente Farmers Market - Anaheim Medical Center,Anaheim,Orange,California,92806,-117.844815,33.852659,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
1012261,West Anaheim Farmers' Market,Anaheim,Orange,California,92804,-117.998416,33.824344,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1001105,Anamoose Market in the Park,Anamoose,McHenry,North Dakota,58710,-100.24061,47.880722,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003055,Anamosa Farmers Market,Anamosa,Jones,Iowa,52205,-91.2795,42.1083,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007258,Anchorage Farmers Market,Anchorage,Anchorage,Alaska,99645,-149.880724,61.208059,Y,Y,Y,Y,Y,-,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
1002640,Anchorage Market & Festival,Anchorage,Anchorage,Alaska,99501,-149.891,61.2195,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1001036,Center Market,Anchorage,,Alaska,,-149.868,61.1881,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001904,Denali Farmers Market,Anchorage,,Alaska,,-150.234,62.3163,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006249,Kasilof Flea and Farmers Market,Anchorage,,Alaska,,-149.9,61.2181,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1011858,Mountain View Farmers’ Market ,Anchorage,Anchorage,Alaska,99508,-149.814174,61.22431,Y,N,N,N,Y,-,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
1012725,Muldoon Farmers Market,Anchorage,Anchorage,Alaska,99504,-149.731189,61.208991,Y,Y,Y,Y,N,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
1002639,Northway Mall Wednesday Farmers Market,Anchorage,Anchorage,Alaska,99508,-149.112,61.1505,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1002114,South Anchorage Farmers' Market,Anchorage,Anchorage,Alaska,,-149.865468,61.142479,Y,Y,Y,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1002115,South Anchorage Farmers' Market,Anchorage,Anchorage,Alaska,,-149.860532,61.119905,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1004054,Spenard Farmers Market,Anchorage,Anchorage,Alaska,99503,-149.905042,61.197258,Y,N,Y,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
1018744,Anderson City Market,Anderson,Madison,Indiana,46012,-85.669117,40.111063,Y,N,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N
1019647,Anderson County Farmers Market,Anderson,Anderson,South Carolina,29621,-82.652197,34.506898,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
1002089,Anderson Happy Valley Farmers Market,Anderson,Shasta,California,96007,-122.408,40.4487,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005235,B2B (Back to Basics) Farmers' Market,Anderson,McDonald,Missouri,64831,-94.4265963,36.6396152,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1004597,Shasta Growers Association Certified Farmers Markets/Anderson Market,Anderson,Shasta,California,96007,-122.288172,40.435319,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1003196,The Original Farmers Market,Anderson,Anderson,Indiana,46012,-85.6333,40.0906,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010697,B2B Farmers' Market- Thursdays,Anderson ,McDonald,Missouri,64831,-94.440808,36.67013,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007647,Andover Farmers Market,Andover,Anoka,Minnesota,,-93.3573105,45.2192618,N,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1018698,Andover Farmers' Market,Andover,Essex,Massachusetts,1810,-71.138819,42.653444,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N
1000287,Andrews Farmers Market,Andrews,Cherokee,North Carolina,,-83.8232,35.2027,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006378,Angelica Farmers' Market,Angelica,Allegany,New York,14709,-78.015956,42.306061,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
1006268,Angels Camp Farmers Market-Fresh Fridays,Angels Camp,Calaveras,California,95222,-120.5427,38.072158,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N
1019685,Peach Street Farmers Market,Angleton ,Brazoria,Texas,77515,-95.428973,29.169195,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
1018568,Steuben County Farmers Market,Angola,Steuben,Indiana,46703,-84.9984478,41.631966,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N
1000731,Uptown Ankeny Farmers Market,Ankeny,Polk,Iowa,50023,-93.608108,41.729882,N,Y,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1010223,Ann Arbor Farmers Market,Ann Arbor,Washtenaw,Michigan,48104,-83.746653,42.283836,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
1009041,Cobblestone Farmers Market,Ann Arbor,Washtenaw,Michigan,48108,-83.710105,42.245054,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N
1004217,Dixboro Farmers' Market,Ann Arbor,Washtenaw,Michigan,48105,-83.65634,42.312497,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y
1019430,Pittsfield Township Farmers Market,Ann Arbor,Washtenaw,Michigan,48108,-83.700595,42.198027,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N
1019187,Argus Farm Stop - Packard,"Ann Arbor, Michigan, United States",Washtenaw,Michigan,48104,-83.838671,42.2532638,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
1001782,Anna/Union County Farmers Market,Anna,Union,Illinois,62906,-89.2093,37.4604,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1012586,Wakefield Farmers Market ,Annandale,Fairfax,Virginia,22003,-77.2252242,38.8146476,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N
1019484,Annandale Farmers Market ,Annandale ,Fairfax,Virginia,,-77.196229,38.832801,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
1019096,Annandale Farmers Market - ACT,Annandale ,Wright,Minnesota,55302,-94.1238322,45.2636097,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N
